,COMPOUND,YEAR,stateFIPS,COUNTY_CODE,LOW_ESTIMATE,HIGH_ESTIMATE,county,STATE,incidence_rate_per_100k,avg_annual_count,recent_trend,five_year_incidence_change_rate,incidence_rate_per_100k_low_95,incidence_rate_per_100k_high_95,five_year_incidence_change_rate_low_95,five_year_incidence_change_rate_high_95
559,Glyphosate,2015,12,115,1759.4,1759.4,Sarasota County,FL,464.3 ,"3,733",stable,-0.7 ,456.6,472.2,-6.5,5.5
560,Glyphosate,2014,12,117,989.5,993.5,Seminole County,FL,436.7 ,"2,220",stable,-1.2 ,428.4,445.1,-7.2,5.1
561,Glyphosate,2015,12,117,1054.7,1063.5,Seminole County,FL,436.7 ,"2,220",stable,-1.2 ,428.4,445.1,-7.2,5.1
562,Glyphosate,2014,12,119,327.7,353.7,Sumter County,FL,436.0 ,"1,320",falling,-5.4 ,420.5,452.1,-7.5,-3.2
563,Glyphosate,2015,12,119,547.7,570.4,Sumter County,FL,436.0 ,"1,320",falling,-5.4 ,420.5,452.1,-7.5,-3.2
564,Glyphosate,2014,12,121,12827.9,13908.6,Suwannee County,FL,469.5 ,287,stable,5.9 ,444.6,495.5,-0.8,13.0
565,Glyphosate,2015,12,121,10138.0,10138.0,Suwannee County,FL,469.5 ,287,stable,5.9 ,444.6,495.5,-0.8,13.0
566,Glyphosate,2014,12,123,294.7,296.9,Taylor County,FL,440.6 ,132,falling,-2.9 ,406.7,476.7,-5.6,-0.2
567,Glyphosate,2015,12,123,435.9,435.9,Taylor County,FL,440.6 ,132,falling,-2.9 ,406.7,476.7,-5.6,-0.2
568,Glyphosate,2014,12,125,462.1,527.2,Union County,FL,1,208,falling,-4.6 ,135.0,1.0,-5.1,-4.1
569,Glyphosate,2015,12,125,385.7,468.3,Union County,FL,1,208,falling,-4.6 ,135.0,1.0,-5.1,-4.1
570,Glyphosate,2014,12,127,2403.6,2408.6,Volusia County,FL,446.2 ,"3,556",stable,-1.1 ,439.2,453.2,-5.9,3.8
571,Glyphosate,2015,12,127,2635.9,2650.0,Volusia County,FL,446.2 ,"3,556",stable,-1.1 ,439.2,453.2,-5.9,3.8
572,Glyphosate,2014,12,129,45.4,126.2,Wakulla County,FL,442.6 ,154,stable,-3.0 ,410.6,476.5,-10.5,5.2
573,Glyphosate,2015,12,129,42.4,268.5,Wakulla County,FL,442.6 ,154,stable,-3.0 ,410.6,476.5,-10.5,5.2
574,Glyphosate,2014,12,131,7339.0,7468.2,Walton County,FL,397.5 ,333,stable,-0.1 ,377.9,418.0,-7.2,7.6
575,Glyphosate,2015,12,131,6939.4,7300.8,Walton County,FL,397.5 ,333,stable,-0.1 ,377.9,418.0,-7.2,7.6
576,Glyphosate,2014,12,133,7106.6,7163.1,Washington County,FL,378.2 ,118,stable,5.0 ,347.7,410.9,-2.7,13.3
577,Glyphosate,2015,12,133,6313.1,6471.1,Washington County,FL,378.2 ,118,stable,5.0 ,347.7,410.9,-2.7,13.3
578,Glyphosate,2014,17,1,113231.8,113528.1,Adams County,IL,460.7 ,414,stable,-0.4 ,440.2,481.9,-5.3,4.7
579,Glyphosate,2015,17,1,144021.6,145322.6,Adams County,IL,460.7 ,414,stable,-0.4 ,440.2,481.9,-5.3,4.7
580,Glyphosate,2014,17,3,31662.8,31731.5,Alexander County,IL,533.1 ,54,stable,3.9 ,468.2,605.1,-8.7,18.2
581,Glyphosate,2015,17,3,42434.5,42560.2,Alexander County,IL,533.1 ,54,stable,3.9 ,468.2,605.1,-8.7,18.2
582,Glyphosate,2014,17,5,58919.4,60510.1,Bond County,IL,497.4 ,110,stable,-0.2 ,455.8,542.0,-11.3,12.3
583,Glyphosate,2015,17,5,59760.1,60786.7,Bond County,IL,497.4 ,110,stable,-0.2 ,455.8,542.0,-11.3,12.3
584,Glyphosate,2014,17,7,49727.5,49862.7,Boone County,IL,457.0 ,272,stable,1.7 ,432.6,482.4,-6.5,10.6
585,Glyphosate,2015,17,7,47724.6,47791.8,Boone County,IL,457.0 ,272,stable,1.7 ,432.6,482.4,-6.5,10.6
586,Glyphosate,2014,17,9,28672.0,28772.7,Brown County,IL,453.9 ,33,rising,6.1 ,386.8,529.8,0.6,12.0
587,Glyphosate,2015,17,9,36463.1,36773.7,Brown County,IL,453.9 ,33,rising,6.1 ,386.8,529.8,0.6,12.0
588,Glyphosate,2014,17,11,207776.0,207891.4,Bureau County,IL,502.3 ,241,stable,2.9 ,473.1,532.9,-6.9,13.7
589,Glyphosate,2015,17,11,204539.9,204781.3,Bureau County,IL,502.3 ,241,stable,2.9 ,473.1,532.9,-6.9,13.7
590,Glyphosate,2014,17,13,14105.4,14373.2,Calhoun County,IL,500.2 ,37,stable,-0.1 ,426.1,584.7,-21.2,26.8
591,Glyphosate,2015,17,13,15426.7,15558.9,Calhoun County,IL,500.2 ,37,stable,-0.1 ,426.1,584.7,-21.2,26.8
592,Glyphosate,2014,17,15,90823.6,90962.6,Carroll County,IL,463.9 ,105,stable,-2.3 ,422.0,509.2,-11.0,7.2
593,Glyphosate,2015,17,15,86483.1,86726.0,Carroll County,IL,463.9 ,105,stable,-2.3 ,422.0,509.2,-11.0,7.2
594,Glyphosate,2014,17,17,53480.2,53723.5,Cass County,IL,530.3 ,87,stable,3.3 ,480.5,584.0,-10.2,18.8
595,Glyphosate,2015,17,17,63055.3,63194.2,Cass County,IL,530.3 ,87,stable,3.3 ,480.5,584.0,-10.2,18.8
596,Glyphosate,2014,17,19,251151.6,251274.6,Champaign County,IL,437.6 ,833,stable,0.0 ,424.0,451.4,-2.2,2.3
597,Glyphosate,2015,17,19,252561.6,252709.5,Champaign County,IL,437.6 ,833,stable,0.0 ,424.0,451.4,-2.2,2.3
598,Glyphosate,2014,17,21,134867.2,135093.6,Christian County,IL,545.6 ,252,stable,2.8 ,515.1,577.6,-4.1,10.1
599,Glyphosate,2015,17,21,156324.0,156451.1,Christian County,IL,545.6 ,252,stable,2.8 ,515.1,577.6,-4.1,10.1
600,Glyphosate,2014,17,23,93742.5,93930.7,Clark County,IL,470.3 ,104,stable,2.5 ,429.7,514.1,-3.9,9.4
601,Glyphosate,2015,17,23,76168.0,76448.5,Clark County,IL,470.3 ,104,stable,2.5 ,429.7,514.1,-3.9,9.4
602,Glyphosate,2014,17,25,93260.1,93458.7,Clay County,IL,531.6 ,99,stable,2.6 ,483.8,583.1,-5.2,11.1
603,Glyphosate,2015,17,25,70852.1,71317.2,Clay County,IL,531.6 ,99,stable,2.6 ,483.8,583.1,-5.2,11.1
604,Glyphosate,2014,17,27,131315.9,131583.0,Clinton County,IL,467.0 ,216,stable,1.2 ,439.0,496.4,-6.6,9.6
605,Glyphosate,2015,17,27,157833.9,159380.1,Clinton County,IL,467.0 ,216,stable,1.2 ,439.0,496.4,-6.6,9.6
606,Glyphosate,2014,17,29,115641.4,115717.6,Coles County,IL,451.3 ,271,stable,-2.6 ,426.9,476.9,-6.9,1.9
607,Glyphosate,2015,17,29,93731.1,93773.8,Coles County,IL,451.3 ,271,stable,-2.6 ,426.9,476.9,-6.9,1.9
608,Glyphosate,2014,17,31,3026.9,3077.3,Cook County,IL,451.7 ,"25,575",falling,-0.6 ,449.2,454.2,-0.8,-0.3
609,Glyphosate,2015,17,31,2955.4,2958.2,Cook County,IL,451.7 ,"25,575",falling,-0.6 ,449.2,454.2,-0.8,-0.3
610,Glyphosate,2014,17,33,87110.8,87287.9,Crawford County,IL,475.4 ,124,stable,0.8 ,437.8,515.5,-3.8,5.6
611,Glyphosate,2015,17,33,69437.4,69702.2,Crawford County,IL,475.4 ,124,stable,0.8 ,437.8,515.5,-3.8,5.6
612,Glyphosate,2014,17,35,70684.7,70749.8,Cumberland County,IL,449.8 ,65,stable,-5.3 ,400.8,503.6,-13.8,4.1
613,Glyphosate,2015,17,35,55306.9,55337.1,Cumberland County,IL,449.8 ,65,stable,-5.3 ,400.8,503.6,-13.8,4.1
614,Glyphosate,2014,17,37,149062.2,149312.9,DeKalb County,IL,496.1 ,483,stable,-1.0 ,476.1,516.7,-3.6,1.8
615,Glyphosate,2015,17,37,139161.9,139372.3,DeKalb County,IL,496.1 ,483,stable,-1.0 ,476.1,516.7,-3.6,1.8
616,Glyphosate,2014,17,39,110425.9,110427.4,De Witt County,IL,554.2 ,121,stable,-0.8 ,509.6,602.0,-13.0,13.2
617,Glyphosate,2015,17,39,116568.4,116590.1,De Witt County,IL,554.2 ,121,stable,-0.8 ,509.6,602.0,-13.0,13.2
618,Glyphosate,2014,17,41,108698.1,108878.0,Douglas County,IL,504.8 ,124,stable,-1.4 ,464.8,547.5,-9.6,7.5
619,Glyphosate,2015,17,41,88776.0,88823.9,Douglas County,IL,504.8 ,124,stable,-1.4 ,464.8,547.5,-9.6,7.5
620,Glyphosate,2014,17,43,1733.9,1736.8,DuPage County,IL,458.1 ,"4,796",stable,-0.5 ,452.1,464.1,-2.5,1.6
621,Glyphosate,2015,17,43,1758.3,1760.0,DuPage County,IL,458.1 ,"4,796",stable,-0.5 ,452.1,464.1,-2.5,1.6
622,Glyphosate,2014,17,45,159979.4,160071.4,Edgar County,IL,452.4 ,117,stable,-1.7 ,414.9,492.7,-6.8,3.5
623,Glyphosate,2015,17,45,131050.1,131101.1,Edgar County,IL,452.4 ,117,stable,-1.7 ,414.9,492.7,-6.8,3.5
624,Glyphosate,2014,17,47,25789.5,27184.3,Edwards County,IL,456.7 ,43,stable,-12.2 ,395.5,525.6,-31.7,12.8
625,Glyphosate,2015,17,47,30833.8,30860.5,Edwards County,IL,456.7 ,43,stable,-12.2 ,395.5,525.6,-31.7,12.8
626,Glyphosate,2014,17,49,92837.2,93097.7,Effingham County,IL,491.3 ,209,stable,-2.4 ,461.2,522.9,-9.7,5.6
627,Glyphosate,2015,17,49,74183.5,74455.4,Effingham County,IL,491.3 ,209,stable,-2.4 ,461.2,522.9,-9.7,5.6
628,Glyphosate,2014,17,51,129591.1,129887.0,Fayette County,IL,424.6 ,124,stable,0.2 ,391.2,460.3,-13.9,16.7
629,Glyphosate,2015,17,51,103422.9,103893.3,Fayette County,IL,424.6 ,124,stable,0.2 ,391.2,460.3,-13.9,16.7
630,Glyphosate,2014,17,53,131074.9,131147.4,Ford County,IL,504.2 ,94,stable,2.4 ,458.0,554.1,-8.4,14.5
631,Glyphosate,2015,17,53,131905.6,132092.6,Ford County,IL,504.2 ,94,stable,2.4 ,458.0,554.1,-8.4,14.5
632,Glyphosate,2014,17,55,34777.6,37302.4,Franklin County,IL,552.9 ,301,stable,-1.4 ,524.4,582.6,-9.5,7.3
633,Glyphosate,2015,17,55,37793.3,37850.5,Franklin County,IL,552.9 ,301,stable,-1.4 ,524.4,582.6,-9.5,7.3
634,Glyphosate,2014,17,57,97130.1,97368.8,Fulton County,IL,470.2 ,232,stable,3.1 ,442.7,499.1,-5.6,12.6
635,Glyphosate,2015,17,57,124377.4,125212.6,Fulton County,IL,470.2 ,232,stable,3.1 ,442.7,499.1,-5.6,12.6
636,Glyphosate,2014,17,59,45202.5,46260.5,Gallatin County,IL,465.3 ,36,stable,3.7 ,395.2,545.4,-9.7,19.1
637,Glyphosate,2015,17,59,50125.5,50446.0,Gallatin County,IL,465.3 ,36,stable,3.7 ,395.2,545.4,-9.7,19.1
638,Glyphosate,2014,17,61,77769.5,78426.7,Greene County,IL,531.8 ,96,stable,3.6 ,483.9,583.6,-11.5,21.4
639,Glyphosate,2015,17,61,86788.0,87006.5,Greene County,IL,531.8 ,96,stable,3.6 ,483.9,583.6,-11.5,21.4
640,Glyphosate,2014,17,63,87192.3,87295.7,Grundy County,IL,540.9 ,287,stable,-0.3 ,512.7,570.3,-5.2,4.9
641,Glyphosate,2015,17,63,85834.0,85863.9,Grundy County,IL,540.9 ,287,stable,-0.3 ,512.7,570.3,-5.2,4.9
642,Glyphosate,2014,17,65,49449.7,52665.3,Hamilton County,IL,533.7 ,64,stable,-2.6 ,475.0,598.3,-14.9,11.5
643,Glyphosate,2015,17,65,58343.7,58499.7,Hamilton County,IL,533.7 ,64,stable,-2.6 ,475.0,598.3,-14.9,11.5
644,Glyphosate,2014,17,67,129898.1,130046.8,Hancock County,IL,457.9 ,124,rising,4.4 ,420.3,498.2,1.8,7.1
645,Glyphosate,2015,17,67,168401.5,168961.8,Hancock County,IL,457.9 ,124,rising,4.4 ,420.3,498.2,1.8,7.1
646,Glyphosate,2014,17,69,1553.1,1584.9,Hardin County,IL,439.3 ,30,stable,2.2 ,367.7,523.1,-17.6,26.8
647,Glyphosate,2015,17,69,3517.7,3540.4,Hardin County,IL,439.3 ,30,stable,2.2 ,367.7,523.1,-17.6,26.8
648,Glyphosate,2014,17,71,60282.3,60368.4,Henderson County,IL,412.8 ,48,stable,0.3 ,359.7,473.0,-10.0,11.8
649,Glyphosate,2015,17,71,77639.1,78105.2,Henderson County,IL,412.8 ,48,stable,0.3 ,359.7,473.0,-10.0,11.8
650,Glyphosate,2014,17,73,203564.6,203745.6,Henry County,IL,476.5 ,326,stable,1.7 ,452.8,501.1,-0.4,3.7
651,Glyphosate,2015,17,73,200348.2,200928.2,Henry County,IL,476.5 ,326,stable,1.7 ,452.8,501.1,-0.4,3.7
652,Glyphosate,2014,17,75,290066.0,290259.4,Iroquois County,IL,473.0 ,195,stable,2.0 ,442.5,505.2,-7.3,12.2
653,Glyphosate,2015,17,75,289632.6,289848.7,Iroquois County,IL,473.0 ,195,stable,2.0 ,442.5,505.2,-7.3,12.2
654,Glyphosate,2014,17,77,90091.0,90463.1,Jackson County,IL,434.4 ,262,stable,1.3 ,410.5,459.5,-4.8,7.7
655,Glyphosate,2015,17,77,119760.7,120796.1,Jackson County,IL,434.4 ,262,stable,1.3 ,410.5,459.5,-4.8,7.7
656,Glyphosate,2014,17,79,108336.1,108440.3,Jasper County,IL,487.1 ,65,stable,-7.8 ,433.7,545.8,-23.3,10.7
657,Glyphosate,2015,17,79,88140.8,88236.6,Jasper County,IL,487.1 ,65,stable,-7.8 ,433.7,545.8,-23.3,10.7
658,Glyphosate,2014,17,81,43395.2,45797.0,Jefferson County,IL,519.8 ,262,stable,0.0 ,491.3,549.7,-6.8,7.3
659,Glyphosate,2015,17,81,46428.0,46679.1,Jefferson County,IL,519.8 ,262,stable,0.0 ,491.3,549.7,-6.8,7.3
660,Glyphosate,2014,17,83,41067.1,41473.3,Jersey County,IL,450.2 ,133,stable,4.4 ,415.7,487.0,-9.8,20.8
661,Glyphosate,2015,17,83,47738.2,48000.9,Jersey County,IL,450.2 ,133,stable,4.4 ,415.7,487.0,-9.8,20.8
662,Glyphosate,2014,17,85,72303.5,72806.6,Jo Daviess County,IL,458.3 ,168,stable,0.8 ,425.4,493.4,-2.9,4.6
663,Glyphosate,2015,17,85,68835.0,69559.8,Jo Daviess County,IL,458.3 ,168,stable,0.8 ,425.4,493.4,-2.9,4.6
664,Glyphosate,2014,17,87,18815.9,19181.5,Johnson County,IL,459.7 ,82,stable,-5.3 ,415.1,508.4,-16.2,7.0
665,Glyphosate,2015,17,87,25334.9,25409.3,Johnson County,IL,459.7 ,82,stable,-5.3 ,415.1,508.4,-16.2,7.0
666,Glyphosate,2014,17,89,58511.7,58924.4,Kane County,IL,438.5 ,"2,316",stable,0.4 ,430.4,446.8,-2.2,3.0
667,Glyphosate,2015,17,89,55884.5,56017.6,Kane County,IL,438.5 ,"2,316",stable,0.4 ,430.4,446.8,-2.2,3.0
668,Glyphosate,2014,17,91,146464.9,146651.1,Kankakee County,IL,494.2 ,646,stable,5.1 ,476.9,511.9,-1.7,12.4
669,Glyphosate,2015,17,91,147405.9,147725.8,Kankakee County,IL,494.2 ,646,stable,5.1 ,476.9,511.9,-1.7,12.4
670,Glyphosate,2014,17,93,60525.7,60599.6,Kendall County,IL,507.0 ,512,stable,-0.6 ,486.7,527.9,-4.7,3.8
671,Glyphosate,2015,17,93,57667.6,57710.1,Kendall County,IL,507.0 ,512,stable,-0.6 ,486.7,527.9,-4.7,3.8
672,Glyphosate,2014,17,95,114742.6,114856.9,Knox County,IL,463.1 ,334,stable,2.0 ,440.2,487.0,-8.1,13.3
673,Glyphosate,2015,17,95,149085.1,150221.4,Knox County,IL,463.1 ,334,stable,2.0 ,440.2,487.0,-8.1,13.3
674,Glyphosate,2014,17,97,7390.1,7488.2,Lake County,IL,450.9 ,"3,375",stable,1.2 ,443.9,457.9,-0.7,3.1
675,Glyphosate,2015,17,97,7658.2,7703.2,Lake County,IL,450.9 ,"3,375",stable,1.2 ,443.9,457.9,-0.7,3.1
676,Glyphosate,2014,17,101,78662.4,78721.5,Lawrence County,IL,460.0 ,97,stable,-2.4 ,419.3,503.9,-13.4,10.0
677,Glyphosate,2015,17,101,63071.8,63337.6,Lawrence County,IL,460.0 ,97,stable,-2.4 ,419.3,503.9,-13.4,10.0
678,Glyphosate,2014,17,103,181563.5,181647.9,Lee County,IL,496.2 ,234,stable,-1.8 ,467.4,526.5,-7.8,4.5
679,Glyphosate,2015,17,103,174781.7,174938.9,Lee County,IL,496.2 ,234,stable,-1.8 ,467.4,526.5,-7.8,4.5
680,Glyphosate,2014,17,105,273587.7,273732.6,Livingston County,IL,521.6 ,253,stable,2.0 ,492.4,552.2,-7.6,12.6
681,Glyphosate,2015,17,105,274473.3,274731.9,Livingston County,IL,521.6 ,253,stable,2.0 ,492.4,552.2,-7.6,12.6
682,Glyphosate,2014,17,107,181788.7,181796.8,Logan County,IL,565.5 ,216,stable,-0.1 ,531.5,601.1,-4.2,4.3
683,Glyphosate,2015,17,107,191121.0,191468.2,Logan County,IL,565.5 ,216,stable,-0.1 ,531.5,601.1,-4.2,4.3
684,Glyphosate,2014,17,109,103361.7,103486.8,McDonough County,IL,487.8 ,174,rising,4.7 ,454.4,523.2,1.4,8.1
685,Glyphosate,2015,17,109,134331.9,134911.1,McDonough County,IL,487.8 ,174,rising,4.7 ,454.4,523.2,1.4,8.1
686,Glyphosate,2014,17,111,64490.4,64987.7,McHenry County,IL,456.0 ,"1,512",stable,0.5 ,445.4,466.8,-2.4,3.5
687,Glyphosate,2015,17,111,66190.8,66364.4,McHenry County,IL,456.0 ,"1,512",stable,0.5 ,445.4,466.8,-2.4,3.5
688,Glyphosate,2014,17,113,334521.9,334531.1,McLean County,IL,463.3 ,776,falling,-3.6 ,448.5,478.5,-6.1,-1.1
689,Glyphosate,2015,17,113,354734.3,355041.7,McLean County,IL,463.3 ,776,falling,-3.6 ,448.5,478.5,-6.1,-1.1
690,Glyphosate,2014,17,115,152608.5,152612.7,Macon County,IL,547.9 ,786,stable,0.0 ,530.2,566.0,-1.8,1.9
691,Glyphosate,2015,17,115,160958.4,161068.9,Macon County,IL,547.9 ,786,stable,0.0 ,530.2,566.0,-1.8,1.9
692,Glyphosate,2014,17,117,125692.5,126665.0,Macoupin County,IL,497.4 ,318,stable,3.6 ,472.4,523.5,-1.9,9.3
693,Glyphosate,2015,17,117,141009.1,141474.6,Macoupin County,IL,497.4 ,318,stable,3.6 ,472.4,523.5,-1.9,9.3
694,Glyphosate,2014,17,119,87740.5,89892.6,Madison County,IL,487.3 ,"1,593",stable,-0.8 ,476.4,498.4,-3.5,2.0
695,Glyphosate,2015,17,119,98420.1,99558.9,Madison County,IL,487.3 ,"1,593",stable,-0.8 ,476.4,498.4,-3.5,2.0
696,Glyphosate,2014,17,121,86437.6,86790.9,Marion County,IL,532.6 ,277,stable,0.2 ,503.8,562.6,-4.1,4.6
697,Glyphosate,2015,17,121,64545.9,65140.2,Marion County,IL,532.6 ,277,stable,0.2 ,503.8,562.6,-4.1,4.6
698,Glyphosate,2014,17,123,96678.0,96696.8,Marshall County,IL,500.6 ,92,stable,4.1 ,453.8,551.4,-12.3,23.6
699,Glyphosate,2015,17,123,102313.2,102587.1,Marshall County,IL,500.6 ,92,stable,4.1 ,453.8,551.4,-12.3,23.6
700,Glyphosate,2014,17,125,115042.9,115046.4,Mason County,IL,485.2 ,100,stable,1.8 ,441.7,532.3,-10.9,16.3
701,Glyphosate,2015,17,125,117209.6,118002.7,Mason County,IL,485.2 ,100,stable,1.8 ,441.7,532.3,-10.9,16.3
702,Glyphosate,2014,17,127,17788.3,18552.8,Massac County,IL,464.1 ,95,stable,-0.5 ,421.9,509.9,-13.2,14.0
703,Glyphosate,2015,17,127,20597.0,21081.9,Massac County,IL,464.1 ,95,stable,-0.5 ,421.9,509.9,-13.2,14.0
704,Glyphosate,2014,17,129,76235.4,76241.8,Menard County,IL,521.9 ,89,stable,2.6 ,472.5,575.4,-3.9,9.6
705,Glyphosate,2015,17,129,80807.5,80936.4,Menard County,IL,521.9 ,89,stable,2.6 ,472.5,575.4,-3.9,9.6
706,Glyphosate,2014,17,131,124489.0,124694.8,Mercer County,IL,477.6 ,109,stable,-2.6 ,436.6,521.7,-11.5,7.2
707,Glyphosate,2015,17,131,123862.6,124310.9,Mercer County,IL,477.6 ,109,stable,-2.6 ,436.6,521.7,-11.5,7.2
708,Glyphosate,2014,17,133,89993.3,90197.4,Monroe County,IL,443.5 ,188,stable,-3.0 ,414.8,473.7,-10.6,5.3
709,Glyphosate,2015,17,133,111456.8,112879.6,Monroe County,IL,443.5 ,188,stable,-3.0 ,414.8,473.7,-10.6,5.3
710,Glyphosate,2014,17,135,116648.4,117588.8,Montgomery County,IL,497.0 ,199,stable,3.9 ,465.7,530.0,-6.2,15.1
711,Glyphosate,2015,17,135,131144.0,131513.7,Montgomery County,IL,497.0 ,199,stable,3.9 ,465.7,530.0,-6.2,15.1
712,Glyphosate,2014,17,137,90923.2,91309.3,Morgan County,IL,537.6 ,247,stable,2.5 ,507.0,569.8,-2.6,8.0
713,Glyphosate,2015,17,137,104779.2,104924.9,Morgan County,IL,537.6 ,247,stable,2.5 ,507.0,569.8,-2.6,8.0
714,Glyphosate,2014,17,139,81018.2,81116.8,Moultrie County,IL,480.9 ,90,stable,0.5 ,435.8,529.6,-11.1,13.6
715,Glyphosate,2015,17,139,65536.6,65588.1,Moultrie County,IL,480.9 ,90,stable,0.5 ,435.8,529.6,-11.1,13.6
716,Glyphosate,2014,17,141,165458.4,165626.0,Ogle County,IL,465.1 ,309,stable,2.3 ,441.6,489.6,-1.3,6.1
717,Glyphosate,2015,17,141,156932.4,157386.0,Ogle County,IL,465.1 ,309,stable,2.3 ,441.6,489.6,-1.3,6.1
718,Glyphosate,2014,17,143,106113.1,106130.5,Peoria County,IL,494.3 ,"1,082",stable,-0.3 ,480.9,508.0,-3.8,3.3
719,Glyphosate,2015,17,143,111219.8,111538.3,Peoria County,IL,494.3 ,"1,082",stable,-0.3 ,480.9,508.0,-3.8,3.3
720,Glyphosate,2014,17,145,96524.3,96871.0,Perry County,IL,478.2 ,132,stable,2.6 ,441.7,517.2,-13.2,21.2
721,Glyphosate,2015,17,145,115142.9,116397.1,Perry County,IL,478.2 ,132,stable,2.6 ,441.7,517.2,-13.2,21.2
722,Glyphosate,2014,17,147,120980.9,120996.6,Piatt County,IL,494.9 ,111,stable,-0.7 ,453.2,539.7,-6.7,5.8
723,Glyphosate,2015,17,147,122918.3,122965.6,Piatt County,IL,494.9 ,111,stable,-0.7 ,453.2,539.7,-6.7,5.8
724,Glyphosate,2014,17,149,97204.7,98053.5,Pike County,IL,504.2 ,113,stable,6.2 ,461.7,550.0,-6.9,21.2
725,Glyphosate,2015,17,149,110393.9,110879.8,Pike County,IL,504.2 ,113,stable,6.2 ,461.7,550.0,-6.9,21.2
726,Glyphosate,2014,17,151,6232.4,6413.3,Pope County,IL,504.6 ,34,stable,3.9 ,424.1,598.1,-11.9,22.7
727,Glyphosate,2015,17,151,7636.9,7647.8,Pope County,IL,504.6 ,34,stable,3.9 ,424.1,598.1,-11.9,22.7
728,Glyphosate,2014,17,153,38869.9,38982.5,Pulaski County,IL,530.1 ,44,stable,-2.7 ,458.7,610.6,-13.7,9.7
729,Glyphosate,2015,17,153,52317.3,52549.8,Pulaski County,IL,530.1 ,44,stable,-2.7 ,458.7,610.6,-13.7,9.7
730,Glyphosate,2014,17,155,30175.9,30195.0,Putnam County,IL,438.9 ,40,stable,-7.4 ,377.8,508.5,-15.7,1.8
731,Glyphosate,2015,17,155,29484.1,29536.1,Putnam County,IL,438.9 ,40,stable,-7.4 ,377.8,508.5,-15.7,1.8
732,Glyphosate,2014,17,157,124133.5,124464.1,Randolph County,IL,489.6 ,214,stable,1.7 ,460.0,520.8,-4.5,8.3
733,Glyphosate,2015,17,157,149967.9,151654.1,Randolph County,IL,489.6 ,214,stable,1.7 ,460.0,520.8,-4.5,8.3
734,Glyphosate,2014,17,159,82504.5,82559.1,Richland County,IL,496.1 ,109,stable,-1.0 ,453.8,541.5,-9.1,7.8
735,Glyphosate,2015,17,159,65186.8,65328.1,Richland County,IL,496.1 ,109,stable,-1.0 ,453.8,541.5,-9.1,7.8
736,Glyphosate,2014,17,161,53615.6,53759.0,Rock Island County,IL,452.5 ,857,stable,0.8 ,438.6,466.7,-3.2,5.0
737,Glyphosate,2015,17,161,55502.0,55704.4,Rock Island County,IL,452.5 ,857,stable,0.8 ,438.6,466.7,-3.2,5.0
738,Glyphosate,2014,17,163,130091.0,130259.0,St. Clair County,IL,475.5 ,"1,439",stable,0.3 ,464.3,486.8,-4.0,4.7
739,Glyphosate,2015,17,163,166513.9,167964.4,St. Clair County,IL,475.5 ,"1,439",stable,0.3 ,464.3,486.8,-4.0,4.7
740,Glyphosate,2014,17,165,28297.2,28874.1,Saline County,IL,501.3 ,168,stable,-2.1 ,466.8,537.9,-8.6,5.0
741,Glyphosate,2015,17,165,34351.3,34499.7,Saline County,IL,501.3 ,168,stable,-2.1 ,466.8,537.9,-8.6,5.0
742,Glyphosate,2014,17,167,134167.3,134527.5,Sangamon County,IL,528.7 ,"1,288",stable,1.9 ,515.5,542.1,-1.3,5.2
743,Glyphosate,2015,17,167,154972.0,155138.8,Sangamon County,IL,528.7 ,"1,288",stable,1.9 ,515.5,542.1,-1.3,5.2
744,Glyphosate,2014,17,169,49765.1,49862.3,Schuyler County,IL,497.0 ,53,rising,10.3 ,437.0,563.8,0.6,20.9
745,Glyphosate,2015,17,169,64723.6,65283.6,Schuyler County,IL,497.0 ,53,rising,10.3 ,437.0,563.8,0.6,20.9
746,Glyphosate,2014,17,171,34547.8,34795.8,Scott County,IL,547.5 ,40,stable,-5.6 ,472.8,632.0,-14.2,4.0
747,Glyphosate,2015,17,171,39871.7,39967.3,Scott County,IL,547.5 ,40,stable,-5.6 ,472.8,632.0,-14.2,4.0
748,Glyphosate,2014,17,173,168358.6,168544.5,Shelby County,IL,475.1 ,153,stable,-2.5 ,440.6,512.0,-8.0,3.3
749,Glyphosate,2015,17,173,137565.8,137864.0,Shelby County,IL,475.1 ,153,stable,-2.5 ,440.6,512.0,-8.0,3.3
750,Glyphosate,2014,17,175,86272.8,86272.9,Stark County,IL,473.7 ,38,stable,-7.9 ,405.2,551.4,-26.0,14.8
751,Glyphosate,2015,17,175,91823.0,91850.2,Stark County,IL,473.7 ,38,stable,-7.9 ,405.2,551.4,-26.0,14.8
752,Glyphosate,2014,17,177,131151.1,131456.2,Stephenson County,IL,421.7 ,282,falling,-1.3 ,398.8,445.6,-2.1,-0.6
753,Glyphosate,2015,17,177,123708.1,124537.6,Stephenson County,IL,421.7 ,282,falling,-1.3 ,398.8,445.6,-2.1,-0.6
754,Glyphosate,2014,17,179,141513.9,141528.3,Tazewell County,IL,500.8 ,862,stable,-0.3 ,485.6,516.4,-3.9,3.5
755,Glyphosate,2015,17,179,148627.7,149144.1,Tazewell County,IL,500.8 ,862,stable,-0.3 ,485.6,516.4,-3.9,3.5
756,Glyphosate,2014,17,181,28599.4,28917.4,Union County,IL,517.9 ,129,stable,-1.7 ,477.3,561.4,-12.0,9.9
